Library ID,species,taxonomy,coverage
SV-HuN-I2,Sciurus vulgaris,Picornaviridae,1.015032999
SV-HuN-I3,Sciurus vulgaris,Picornaviridae,1.024443901
SV-HuN-I4,Sciurus vulgaris,Picornaviridae,1.007699829
SV-SaX-I3,Sciurus vulgaris,Picornaviridae,0.953262191
SV-SaX-I3,Sciurus vulgaris,Picornaviridae,0.905282818
VL-HeB-I10,Vulpes lagopus,Picornaviridae,0.989654333
VL-HeB-L9,Vulpes lagopus,Picornaviridae,0.984055501
VL-IMG-I1,Vulpes lagopus,Picornaviridae,0.797346641
VL-IMG-I5,Vulpes lagopus,Picornaviridae,0.866576455
VL-IMG-I6,Vulpes lagopus,Picornaviridae,1.001582278
VL-JL-I1,Vulpes lagopus,Picornaviridae,0.991358325
VL-JL-I2,Vulpes lagopus,Picornaviridae,0.983933788
VL-LN-I6,Vulpes lagopus,Picornaviridae,0.719215156
VL-LN-I8,Vulpes lagopus,Picornaviridae,1.002799416
VL-LN-I8,Vulpes lagopus,Picornaviridae,0.983220568
VL-LN-L8,Vulpes lagopus,Picornaviridae,1.003042843
VL-SD-I2,Vulpes lagopus,Picornaviridae,1.00292113
VL-SD-I7,Vulpes lagopus,Picornaviridae,0.992453749
VL-SD-L5,Vulpes lagopus,Picornaviridae,1.003164557
VL-SX-I3,Vulpes lagopus,Picornaviridae,1.003286271
VL-SX-I5,Vulpes lagopus,Picornaviridae,1.002435724
CPo-HuN-L8,Cavia porcellus,Pneumoviridae,0.927443735
NP-SD-I3,Nyctereutes procyonoides,Pneumoviridae,0.735371179
ACo-HeB-I1,Arctonyx collaris,Sedoreoviridae,0.964658981
CN-FJ-Liver1,Cervus nippon,Sedoreoviridae,0.590077757
CPo-FJ-I3,Cavia porcellus,Sedoreoviridae,0.948496929
CPo-HuN-I8,Cavia porcellus,Sedoreoviridae,0.57332184
CPy-HeB-I1,Capreolus pygargus,Sedoreoviridae,0.899202672
CPy-JL-I3,Capreolus pygargus,Sedoreoviridae,0.964605107
CPy-JL-L3,Capreolus pygargus,Sedoreoviridae,0.849208059
HI-JL-I1,Hydropotes inermis,Sedoreoviridae,0.731548325
MC-GX-I1,Myocastor coypus,Sedoreoviridae,0.694160112
MC-GX-I3,Myocastor coypus,Sedoreoviridae,0.709837302
MC-GX-I4,Myocastor coypus,Sedoreoviridae,0.940415903
MC-GX-I5,Myocastor coypus,Sedoreoviridae,0.954476888
MC-GX-L5,Myocastor coypus,Sedoreoviridae,0.866016593
MH-HuN-I1,Marmota himalayana,Sedoreoviridae,0.569389074
MH-HuN-I3,Marmota himalayana,Sedoreoviridae,0.155640556
MH-HuN-I4,Marmota himalayana,Sedoreoviridae,0.848184463
MH-HuN-I5,Marmota himalayana,Sedoreoviridae,0.891768128
MH-HuN-L1,Marmota himalayana,Sedoreoviridae,0.193890745
MH-SC-I1,Marmota himalayana,Sedoreoviridae,0.345113673
MH-SD-I4,Marmota himalayana,Sedoreoviridae,0.82000862
MH-SD-I5,Marmota himalayana,Sedoreoviridae,0.821355457
MH-SD-I7,Marmota himalayana,Sedoreoviridae,0.855080272
MH-ZJ-I1,Marmota himalayana,Sedoreoviridae,0.394192436
MH-ZJ-I2,Marmota himalayana,Sedoreoviridae,0.949951514
MMo-GD-I5,Melogale moschata,Sedoreoviridae,0.792156018
MS-HeB-I2,Mustela sibirica,Sedoreoviridae,0.924146105
MS-HeB-I3,Mustela sibirica,Sedoreoviridae,0.269690766
NP-HeB-I1,Nyctereutes procyonoides,Sedoreoviridae,0.472455389
NP-HeB-I10,Nyctereutes procyonoides,Sedoreoviridae,0.984546112
NP-LN-I4,Nyctereutes procyonoides,Sedoreoviridae,0.987603535
NP-LN-I5,Nyctereutes procyonoides,Sedoreoviridae,0.639390739
NP-LN-L2,Nyctereutes procyonoides,Sedoreoviridae,0.479515259
NP-LN-L4,Nyctereutes procyonoides,Sedoreoviridae,0.533381511
NV-SD-I16,Neogale vison,Sedoreoviridae,0.50829652
NV-SD-I21,Neogale vison,Sedoreoviridae,0.113403728
OC-HeB-I1,Oryctolagus cuniculus,Sedoreoviridae,0.526667385
OC-HeB-I3,Oryctolagus cuniculus,Sedoreoviridae,0.930395432
OC-HeB-I4,Oryctolagus cuniculus,Sedoreoviridae,0.495313005
OC-HeB-L3,Oryctolagus cuniculus,Sedoreoviridae,0.727561685
OC-HeN-L3,Oryctolagus cuniculus,Sedoreoviridae,0.662051503
OC-HuN-I2,Oryctolagus cuniculus,Sedoreoviridae,0.293987717
OC-SC-I1,Oryctolagus cuniculus,Sedoreoviridae,0.779495744
OC-SC-I5,Oryctolagus cuniculus,Sedoreoviridae,0.982113996
OC-SD-I1,Oryctolagus cuniculus,Sedoreoviridae,0.968861114
OC-SD-I10,Oryctolagus cuniculus,Sedoreoviridae,0.60575369
OC-SD-I12,Oryctolagus cuniculus,Sedoreoviridae,0.224113781
OC-SD-I13,Oryctolagus cuniculus,Sedoreoviridae,0.805247279
OC-SD-I14,Oryctolagus cuniculus,Sedoreoviridae,0.600420213
OC-SD-I15,Oryctolagus cuniculus,Sedoreoviridae,1.027852602
OC-SD-I3,Oryctolagus cuniculus,Sedoreoviridae,0.962504041
OC-SD-I9,Oryctolagus cuniculus,Sedoreoviridae,0.917358043
OC-SD-L1,Oryctolagus cuniculus,Sedoreoviridae,0.853895054
OC-SD-L10,Oryctolagus cuniculus,Sedoreoviridae,0.472578386
SV-GS-I5,Sciurus vulgaris,Sedoreoviridae,0.81063463
SV-GS-L1,Sciurus vulgaris,Sedoreoviridae,0.792425385
SV-HuN-I3,Sciurus vulgaris,Sedoreoviridae,0.811496606
SV-HuN-I4,Sciurus vulgaris,Sedoreoviridae,0.307671587
SV-HuN-I5,Sciurus vulgaris,Sedoreoviridae,0.427163021
VL-IMG-I1,Vulpes lagopus,Sedoreoviridae,0.522357505
VL-IMG-I2,Vulpes lagopus,Sedoreoviridae,0.559961211
VL-IMG-I3,Vulpes lagopus,Sedoreoviridae,0.994181661
VL-IMG-L3,Vulpes lagopus,Sedoreoviridae,0.637539058
VL-LN-I10,Vulpes lagopus,Sedoreoviridae,0.796486742
VL-LN-I7,Vulpes lagopus,Sedoreoviridae,0.991995108
VL-LN-I9,Vulpes lagopus,Sedoreoviridae,1.015689559
VL-LN-L1,Vulpes lagopus,Sedoreoviridae,0.368502974
VL-SD-L5,Vulpes lagopus,Sedoreoviridae,0.293341235
VL-SD-L6,Vulpes lagopus,Sedoreoviridae,0.87856912
VL-SD-L6,Vulpes lagopus,Sedoreoviridae,0.761743129
VL-SD-L6,Vulpes lagopus,Sedoreoviridae,0.936094334
VL-SX-I5,Vulpes lagopus,Sedoreoviridae,0.368225407
VVi-TJ-I1,Vicugna vicugna,Sedoreoviridae,0.275455231
VVi-TJ-I1,Vicugna vicugna,Sedoreoviridae,0.015633724
CPo-HeN-I2,Cavia porcellus,Spinareoviridae,0.928115292
CPo-JS-I1,Cavia porcellus,Spinareoviridae,1.014152572
NP-HeN-I2,Nyctereutes procyonoides,Spinareoviridae,1.023947187
NP-HeN-I7,Nyctereutes procyonoides,Spinareoviridae,1.027226441
NP-HeN-I8,Nyctereutes procyonoides,Spinareoviridae,0.132076286
NV-SD-I17,Neogale vison,Spinareoviridae,0.99978426
SV-GS-I3,Sciurus vulgaris,Spinareoviridae,0.784130135
SV-GS-L1,Sciurus vulgaris,Spinareoviridae,0.465610977
SV-SaX-I2,Sciurus vulgaris,Spinareoviridae,0.698696928
CPy-HeB-I1,Capreolus pygargus,Tobaniviridae,0.394100088
NP-HLJ-I8,Nyctereutes procyonoides,Togaviridae,0.936535311
